state,name,age,pop10,pop11,pop12,pop13,pop14,property
10,Delaware,10,11628,11452,11075,11396,11466,10
11,District of Columbia,10,5063,5026,5029,5041,5405,10
12,Florida,10,226960,223802,218941,219929,220691,10
13,Georgia,10,143560,142071,138798,139133,140969,10
15,Hawaii,10,16510,16631,16115,16768,17153,10
16,Idaho,10,24265,24259,23909,24143,24584,10
17,Illinois,10,176368,173650,169513,169251,169693,10
18,Indiana,10,92278,90778,88180,88377,89578,10
19,Iowa,10,40915,40432,39695,40215,40796,10
20,Kansas,10,41057,40475,39669,40249,40350,10
21,Kentucky,10,58171,57295,55769,56135,56647,10
22,Louisiana,10,63619,62411,60408,60611,61150,10
23,Maine,10,15475,15134,14684,14618,14772,10
24,Maryland,10,76151,75507,73293,73567,74863,10
25,Massachusetts,10,80075,79078,77634,78551,78351,10
26,Michigan,10,134103,131692,126615,125619,126112,10
27,Minnesota,10,71371,71098,69609,71238,73011,10
28,Mississippi,10,43038,41835,40251,40149,40739,10
29,Missouri,10,80374,79139,76746,77205,78088,10
30,Montana,10,12120,12315,12154,12350,12424,10
31,Nebraska,10,25359,25510,25372,25892,26409,10
32,Nevada,10,37176,36834,35958,36485,37599,10
33,New Hampshire,10,16463,15972,15749,15622,15374,10
34,New Jersey,10,117128,115144,112484,113229,113962,10
35,New Mexico,10,29082,28746,28345,28003,28203,10
36,New York,10,240695,236190,231597,231966,231483,10
37,North Carolina,10,131266,130941,127588,127458,129294,10
38,North Dakota,10,7800,7821,8070,8531,8931,10
39,Ohio,10,156195,153909,148490,147670,148835,10
40,Oklahoma,10,52337,51816,51756,52260,53216,10
41,Oregon,10,48992,47932,46955,47312,47989,10
42,Pennsylvania,10,157556,154241,150605,150576,151442,10
44,Rhode Island,10,12435,12201,12116,12010,12209,10
45,South Carolina,10,61837,60538,59175,59327,60375,10
46,South Dakota,10,11011,10864,10773,11207,11601,10
47,Tennessee,10,85634,84197,82723,82902,83586,10
48,Texas,10,390108,390626,387434,392984,401115,10
49,Utah,10,48619,48731,48711,50561,51206,10
50,Vermont,10,7342,7034,6930,7046,6881,10
51,Virginia,10,104481,103962,102232,103525,104431,10
53,Washington,10,88410,87256,85403,86457,87813,10
54,West Virginia,10,22123,21489,21285,21243,21135,10
55,Wisconsin,10,76051,74621,73052,73150,74081,10
56,Wyoming,10,7358,7225,7331,7499,7627,10
0,United States,11,4115511,4197472,4145919,4057128,4085636,20
1,Alabama,11,63837,65453,64381,61501,60933,20
2,Alaska,11,10166,10505,10110,9968,9915,20
3,Arizona,11,89925,92279,91628,89445,91257,20
5,Arkansas,11,39599,40434,39972,38818,39187,20
6,California,11,506862,513925,507121,494441,500694,20
8,Colorado,11,67221,69688,69937,69399,71156,20
9,Connecticut,11,47623,47445,46220,45315,44905,20
10,Delaware,11,11336,11698,11468,11042,11473,20
11,District of Columbia,11,4902,5027,5078,5071,5058,20
12,Florida,11,224291,228957,226324,221306,222958,20
13,Georgia,11,138927,143764,142194,139345,139981,20
15,Hawaii,11,16223,16502,16613,16187,16700,20
16,Idaho,11,23703,24321,24292,24171,24361,20
17,Illinois,11,173760,175978,173096,168993,168463,20
18,Indiana,11,90589,92372,90786,88254,88468,20
19,Iowa,11,40032,40868,40456,39786,40267,20
20,Kansas,11,40104,41053,40449,39292,40030,20
21,Kentucky,11,57334,58335,57325,55635,56053,20
22,Louisiana,11,61980,63697,62397,60318,60562,20
23,Maine,11,15639,15556,15194,14734,14630,20
24,Maryland,11,75200,76486,75839,73670,74066,20
25,Massachusetts,11,79971,80478,79567,78100,78865,20
26,Michigan,11,133245,134003,131567,126800,125582,20
27,Minnesota,11,70125,71584,71272,69951,71457,20
28,Mississippi,11,41700,42943,41852,40086,40049,20
29,Missouri,11,79156,80440,79145,76775,77304,20
30,Montana,11,12133,12212,12346,12247,12448,20
31,Nebraska,11,24692,25433,25601,25502,25905,20
32,Nevada,11,36583,37114,36808,36084,36824,20
33,New Hampshire,11,16405,16532,15988,15720,15683,20
34,New Jersey,11,116136,117363,115204,112739,113445,20
35,New Mexico,11,28726,28935,28587,27987,27556,20
36,New York,11,237487,241209,236305,231795,231546,20
37,North Carolina,11,127769,131882,131487,128123,128013,20
38,North Dakota,11,7787,7918,8029,8337,8707,20
39,Ohio,11,153891,156071,153758,148729,147792,20
40,Oklahoma,11,51639,52456,51946,52104,52355,20
41,Oregon,11,48377,49064,48000,46952,47557,20
42,Pennsylvania,11,155711,158239,154696,150887,150855,20
44,Rhode Island,11,12537,12474,12156,12127,12048,20
45,South Carolina,11,59826,61907,60778,59455,59820,20
46,South Dakota,11,10838,11035,10849,10828,11190,20
47,Tennessee,11,84572,85836,84565,83040,83253,20
48,Texas,11,379114,392742,393099,390280,396355,20
49,Utah,11,46819,48689,48816,48970,50689,20
50,Vermont,11,7428,7371,7041,6962,7056,20
51,Virginia,11,102277,104906,104380,102673,103666,20
53,Washington,11,87555,88679,87652,85515,86762,20
54,West Virginia,11,21643,22179,21554,21243,21208,20
55,Wisconsin,11,74889,76084,74668,73077,73043,20
56,Wyoming,11,7227,7351,7323,7349,7486,20
0,United States,12,4113280,4126168,4208013,4157449,4068790,20
1,Alabama,12,64159,63868,65675,64502,61672,20
2,Alaska,12,10004,10172,10531,9979,9844,20
3,Arizona,12,89324,89696,92516,91861,89854,20
5,Arkansas,12,39619,39680,40462,39945,38646,20
6,California,12,512186,508108,514780,507828,494968,20
8,Colorado,12,66168,67440,69853,70240,69736,20
9,Connecticut,12,47548,47894,47678,46430,45487,20
10,Delaware,12,11376,11384,11700,11495,11036,20
11,District of Columbia,12,4885,4870,5035,5127,5061,20
12,Florida,12,225202,226380,231636,229173,224468,20
13,Georgia,12,137394,139137,143908,142580,140191,20
15,Hawaii,12,16116,16294,16587,16639,16060,20
16,Idaho,12,23199,23808,24377,24350,24382,20
17,Illinois,12,174543,173304,175570,172707,168009,20
18,Indiana,12,89959,90558,92287,90911,88418,20
19,Iowa,12,40201,40237,41008,40668,39874,20
20,Kansas,12,39790,39968,41064,40295,39122,20
21,Kentucky,12,56795,57407,58287,57310,55523,20
22,Louisiana,12,61247,62138,63701,62309,60248,20
23,Maine,12,15740,15638,15580,15194,14735,20
24,Maryland,12,75214,75543,76822,76076,74055,20
25,Massachusetts,12,80608,80309,80907,80067,78514,20
26,Michigan,12,134265,133188,133956,131661,126759,20
27,Minnesota,12,70038,70287,71719,71493,70158,20
28,Mississippi,12,41473,41705,42908,41761,39973,20
29,Missouri,12,79478,79142,80242,79029,76727,20
30,Montana,12,12209,12189,12278,12468,12311,20
31,Nebraska,12,24351,24755,25442,25651,25435,20
32,Nevada,12,36193,36404,37158,36977,36459,20
33,New Hampshire,12,16802,16367,16517,15977,15747,20
34,New Jersey,12,116835,116375,117428,115306,113003,20
35,New Mexico,12,28297,28617,28818,28314,27754,20
36,New York,12,239414,238421,241409,236620,231472,20
37,North Carolina,12,126410,128314,132261,132015,128730,20
38,North Dakota,12,8054,7855,8132,8265,8498,20
39,Ohio,12,154658,153774,155993,153990,148944,20
40,Oklahoma,12,51225,51806,52479,52182,52132,20
41,Oregon,12,48115,48386,49052,48028,47138,20
42,Pennsylvania,12,156543,156248,158547,154836,151179,20
44,Rhode Island,12,12684,12545,12514,12212,12144,20
45,South Carolina,12,59204,59988,62238,61282,59939,20
46,South Dakota,12,10653,10868,11065,10942,10874,20
47,Tennessee,12,83566,84846,86155,84815,83393,20
48,Texas,12,375310,381443,395418,395634,393698,20
49,Utah,12,45661,46905,48765,49035,48996,20
50,Vermont,12,7536,7429,7393,7048,6956,20
51,Virginia,12,101769,102839,105601,104884,102897,20
53,Washington,12,87676,87826,88854,87863,85982,20
54,West Virginia,12,21625,21706,22226,21530,21215,20
55,Wisconsin,12,74738,74933,76091,74626,73086,20
56,Wyoming,12,7221,7174,7390,7319,7288,20
0,United States,13,4119666,4124244,4136951,4219776,4169346,20
1,Alabama,13,63469,64172,63889,65679,64515,20
2,Alaska,13,10111,9995,10126,10478,9798,20
3,Arizona,13,89182,89195,90146,92884,92426,20
5,Arkansas,13,39397,39752,39705,40476,39891,20
6,California,13,520890,512862,508816,515325,508480,20
8,Colorado,13,65684,66348,67549,70085,70504,20
9,Connecticut,13,48633,47841,48023,47868,46501,20
10,Delaware,13,11210,11392,11392,11679,11470,20
11,District of Columbia,13,5004,4885,4910,5093,5147,20
12,Florida,13,226569,227399,228983,234399,232519,20
13,Georgia,13,136371,137772,139559,144430,143387,20
15,Hawaii,13,16154,16090,16327,16601,16441,20
16,Idaho,13,23049,23239,23804,24454,24500,20
17,Illinois,13,175452,174255,172835,175088,171752,20
18,Indiana,13,89324,90206,90533,92496,91110,20
19,Iowa,13,40062,40324,40334,41180,40873,20
20,Kansas,13,39111,39794,39859,40799,40128,20
21,Kentucky,13,56203,56956,57503,58402,57340,20
22,Louisiana,13,60646,61357,62156,63510,62117,20
23,Maine,13,15883,15738,15668,15568,15192,20
24,Maryland,13,75806,75514,75846,77016,76578,20
25,Massachusetts,13,81462,81030,80824,81466,80492,20
26,Michigan,13,135203,134051,133209,134037,131750,20
27,Minnesota,13,70390,70181,70301,71940,71586,20
28,Mississippi,13,40986,41404,41584,42808,41720,20
29,Missouri,13,78885,79385,78984,80391,79043,20
30,Montana,13,12298,12237,12281,12348,12561,20
31,Nebraska,13,24267,24330,24829,25499,25655,20
32,Nevada,13,36248,36086,36453,37385,37296,20
33,New Hampshire,13,17059,16800,16372,16530,15980,20
34,New Jersey,13,117847,117032,116539,117756,115537,20
35,New Mexico,13,27930,28254,28383,28600,28010,20
36,New York,13,242749,240421,239078,242166,236825,20
37,North Carolina,13,124200,126830,128867,132832,132432,20
38,North Dakota,13,8081,8103,8050,8345,8425,20
39,Ohio,13,153561,154554,153693,156163,154075,20
40,Oklahoma,13,49950,51426,52027,52660,52265,20
41,Oregon,13,48562,48248,48516,49112,48253,20
42,Pennsylvania,13,158156,157254,156748,158846,155202,20
44,Rhode Island,13,12847,12691,12568,12537,12219,20
45,South Carolina,13,58583,59477,60262,62555,61650,20
46,South Dakota,13,10714,10651,10854,11130,10958,20
47,Tennessee,13,82671,83877,85011,86417,85217,20
48,Texas,13,373272,377469,383856,397713,398765,20
49,Utah,13,44825,45722,46996,48919,49110,20
50,Vermont,13,7605,7568,7444,7406,7048,20
51,Virginia,13,101847,102354,103355,105952,105004,20
53,Washington,13,87544,87993,88021,89114,88187,20
54,West Virginia,13,21700,21693,21737,22188,21562,20
55,Wisconsin,13,74835,74790,74911,76068,74551,20
56,Wyoming,13,7179,7247,7235,7383,7299,20
0,United States,14,4145614,4131487,4135749,4149559,4232480,20
1,Alabama,14,63334,63597,64419,63981,65920,20
2,Alaska,14,10121,10022,9991,10072,10255,20
3,Arizona,14,88705,88966,89581,90332,93347,20
5,Arkansas,14,38951,39545,39766,39737,40390,20
6,California,14,530955,522280,514242,510102,516473,20
8,Colorado,14,65353,65776,66497,67877,70336,20
9,Connecticut,14,48711,48928,48033,48161,48040,20
10,Delaware,14,11328,11219,11445,11470,11727,20
11,District of Columbia,14,5072,4978,4921,4902,5095,20
12,Florida,14,228009,228796,230177,231520,237438,20
13,Georgia,14,135234,136505,137936,140076,145183,20
15,Hawaii,14,16512,16132,16022,16331,16451,20
16,Idaho,14,23098,23163,23193,23941,24659,20
17,Illinois,14,177707,174898,173753,172100,174134,20
18,Indiana,14,90194,89498,90126,90759,92629,20
19,Iowa,14,39959,40216,40381,40409,41302,20
20,Kansas,14,39293,39024,39789,39718,40663,20
21,Kentucky,14,56134,56203,56934,57474,58182,20
22,Louisiana,14,60271,60752,61334,62074,63452,20
23,Maine,14,16036,15933,15809,15712,15615,20
24,Maryland,14,76668,75990,75799,76052,77224,20
25,Massachusetts,14,82812,81996,81542,81462,81941,20
26,Michigan,14,136567,135193,133963,133357,134158,20
27,Minnesota,14,70601,70552,70286,70578,72102,20
28,Mississippi,14,41176,40913,41419,41516,42626,20
29,Missouri,14,79208,78922,79426,78995,80471,20
30,Montana,14,12358,12289,12296,12356,12381,20
31,Nebraska,14,24362,24319,24502,24925,25582,20
32,Nevada,14,36721,36200,36179,36624,37837,20
33,New Hampshire,14,17475,17090,16837,16409,16613,20
34,New Jersey,14,118797,118133,117239,116721,117977,20
35,New Mexico,14,27939,27750,28051,28021,28234,20
36,New York,14,248277,243886,240989,239775,242279,20
37,North Carolina,14,123731,124800,127167,129363,133395,20
38,North Dakota,14,8075,8174,8210,8326,8474,20
39,Ohio,14,155654,153618,154678,153956,156493,20
40,Oklahoma,14,49369,50099,51485,52246,52710,20
41,Oregon,14,48496,48670,48306,48567,49391,20
42,Pennsylvania,14,161676,158813,157799,157206,159350,20
44,Rhode Island,14,13076,12900,12712,12559,12596,20
45,South Carolina,14,58439,58775,59764,60508,62829,20
46,South Dakota,14,10799,10738,10711,10959,11184,20
47,Tennessee,14,82913,82855,84027,85326,86681,20
48,Texas,14,370706,375448,379586,386173,400638,20
49,Utah,14,43552,45084,45956,47190,49158,20
50,Vermont,14,7592,7627,7580,7462,7440,20
51,Virginia,14,101884,102544,102784,103963,106230,20
53,Washington,14,87452,87665,88092,88209,89340,20
54,West Virginia,14,21995,21749,21885,21777,22243,20
55,Wisconsin,14,75255,75029,74793,74919,76212,20
56,Wyoming,14,7012,7235,7337,7311,7400,20
0,United States,15,4231003,4158977,4144326,4149781,4163723,20
1,Alabama,15,64677,63012,63158,64145,64079,20
2,Alaska,15,10305,10136,10072,9927,10065,20
3,Arizona,15,89470,88495,89386,89597,90592,20
5,Arkansas,15,39308,39223,39624,39603,39616,20
6,California,15,544561,532484,523706,515900,511647,20
8,Colorado,15,66127,65553,66041,66739,68259,20
9,Connecticut,15,49761,48943,49041,48203,48262,20
10,Delaware,15,11783,11404,11266,11365,11602,20
11,District of Columbia,15,5302,5028,4976,4988,5045,20
12,Florida,15,233106,231494,231325,232687,234616,20
13,Georgia,15,137438,135449,137297,138822,140328,20
15,Hawaii,15,16788,16388,16000,15987,16111,20
16,Idaho,15,22926,23167,23123,23294,24163,20
17,Illinois,15,182475,177307,174462,173232,171302,20
18,Indiana,15,91301,90166,89371,90422,90891,20
19,Iowa,15,40452,40236,40436,40575,40518,20
20,Kansas,15,39701,39320,38981,39711,39578,20
21,Kentucky,15,57177,56336,56397,56747,57279,20
22,Louisiana,15,61454,60192,60711,61151,61959,20
23,Maine,15,16386,16086,15894,15812,15759,20
24,Maryland,15,78694,76898,76089,75834,76151,20
25,Massachusetts,15,85134,83541,82675,82365,82203,20
26,Michigan,15,141022,136666,135350,134240,133533,20
27,Minnesota,15,71965,70770,70625,70593,70763,20
28,Mississippi,15,42374,41190,40771,41306,41307,20
29,Missouri,15,80612,79133,78904,79127,78715,20
30,Montana,15,12547,12423,12402,12405,12432,20
31,Nebraska,15,24901,24472,24377,24598,24997,20
32,Nevada,15,37113,36618,36409,36763,37057,20
33,New Hampshire,15,17953,17578,17267,16965,16646,20
34,New Jersey,15,121697,119197,118351,117573,117071,20
35,New Mexico,15,28670,27894,27606,27870,27716,20
36,New York,15,256673,249195,244694,242078,240576,20
37,North Carolina,15,125631,124142,125007,127330,129456,20
38,North Dakota,15,8176,8145,8344,8465,8512,20
39,Ohio,15,158803,155586,153464,154900,154084,20
40,Oklahoma,15,49954,49519,50103,51737,52258,20
41,Oregon,15,48987,48593,48832,48491,48883,20
42,Pennsylvania,15,166957,162464,159536,158169,157791,20
44,Rhode Island,15,13531,13059,12961,12798,12684,20
45,South Carolina,15,59766,58615,59133,60131,61027,20
46,South Dakota,15,10907,10924,10905,10920,11294,20
47,Tennessee,15,84274,83353,83048,83915,85414,20
48,Texas,15,372548,372846,378261,382008,389146,20
49,Utah,15,43488,43867,45354,46365,47568,20
50,Vermont,15,8104,7589,7609,7592,7470,20
51,Virginia,15,104834,102168,103085,103155,103976,20
53,Washington,15,88833,87675,87807,88863,88787,20
54,West Virginia,15,22473,22187,21808,21912,21775,20
55,Wisconsin,15,76795,75221,74971,74927,75123,20
56,Wyoming,15,7089,7030,7311,7479,7637,20
0,United States,16,4313252,4247472,4174855,4161624,4167234,20
1,Alabama,16,66413,65320,62462,63232,64179,20
2,Alaska,16,10548,10290,10095,10148,9944,20
3,Arizona,16,90408,89576,89076,89834,90421,20
5,Arkansas,16,39914,38873,39167,39663,39691,20
6,California,16,556073,546506,534019,525617,517878,20
8,Colorado,16,66683,66284,65719,66267,67405,20
9,Connecticut,16,50866,49744,49076,49218,48316,20
10,Delaware,16,12146,11824,11431,10684,11494,20
11,District of Columbia,16,5616,5365,5140,5058,5183,20
12,Florida,16,239136,237448,233985,234141,234243,20
13,Georgia,16,139829,137484,136245,137357,138000,20
15,Hawaii,16,17249,16644,16257,15907,15883,20
16,Idaho,16,23038,22925,23153,23324,23442,20
17,Illinois,16,184717,181866,176775,173710,172641,20
18,Indiana,16,92299,91474,90275,89637,90550,20
19,Iowa,16,41511,40677,40414,40634,40788,20
20,Kansas,16,39929,39729,39430,39022,39749,20
21,Kentucky,16,57968,57307,55977,56081,56741,20
22,Louisiana,16,63531,61338,60449,60515,61179,20
23,Maine,16,17264,16634,16321,16123,16066,20
24,Maryland,16,80365,79032,77127,76296,76158,20
25,Massachusetts,16,86480,85735,84108,83620,83033,20
26,Michigan,16,144313,141009,136762,135582,134410,20
27,Minnesota,16,73495,72210,70997,71074,70994,20
28,Mississippi,16,43313,42069,41044,40308,41044,20
29,Missouri,16,82484,80789,79272,78661,79246,20
30,Montana,16,13059,12763,12605,12633,12595,20
31,Nebraska,16,25253,25102,24602,24636,24761,20
32,Nevada,16,37054,37007,37283,36872,37078,20
33,New Hampshire,16,18236,18007,17788,17255,17294,20
34,New Jersey,16,123695,121973,119218,118736,118292,20
35,New Mexico,16,29383,28695,27960,27463,27610,20
36,New York,16,263971,257973,250294,246189,242974,20
37,North Carolina,16,127510,125752,124320,125277,127669,20
38,North Dakota,16,8502,8306,8361,8659,8643,20
39,Ohio,16,161693,158658,155536,153898,155156,20
40,Oklahoma,16,50866,50323,49888,50442,51915,20
41,Oregon,16,49506,49326,48841,49036,48818,20
42,Pennsylvania,16,172300,168046,163446,160456,159203,20
44,Rhode Island,16,14041,13596,13156,13077,12918,20
45,South Carolina,16,61323,59909,58784,59283,60445,20
46,South Dakota,16,11212,10958,11083,11164,11215,20
47,Tennessee,16,85726,84789,83849,83054,84884,20
48,Texas,16,376599,375063,375796,381154,384697,20
49,Utah,16,43165,43908,44279,45915,46830,20
50,Vermont,16,8253,8149,7635,7723,7659,20
51,Virginia,16,106867,105448,102824,103915,103735,20
53,Washington,16,90737,89185,88055,88945,89644,20
54,West Virginia,16,22660,22520,22048,21619,21845,20
55,Wisconsin,16,78679,76794,75219,75015,74928,20
56,Wyoming,16,7374,7070,7209,7495,7748,20
0,United States,17,4375335,4334068,4267749,4196868,4184077,20
1,Alabama,17,67404,67292,65612,63073,63098,20
2,Alaska,17,10759,10679,10375,10313,10111,20
3,Arizona,17,90903,90811,90278,89524,90906,20
5,Arkansas,17,40459,39499,38729,39244,39728,20
6,California,17,561236,558026,548447,535637,527527,20
8,Colorado,17,67457,67209,66609,66188,67158,20
9,Connecticut,17,51120,51130,49929,49325,49427,20
10,Delaware,17,12411,12237,11948,11364,11118,20
11,District of Columbia,17,5979,5859,5622,5403,5329,20
12,Florida,17,243683,242985,239673,237340,236185,20
13,Georgia,17,141620,141203,138421,136432,137926,20
15,Hawaii,17,17280,17228,16596,16181,15882,20
16,Idaho,17,23239,23096,22992,23233,23404,20
17,Illinois,17,185969,184403,181569,176269,173404,20
18,Indiana,17,93300,92626,91850,90763,90237,20
19,Iowa,17,42062,41766,40930,40714,40947,20
20,Kansas,17,40410,40075,39900,39600,39182,20
21,Kentucky,17,58652,58332,56830,56475,56636,20
22,Louisiana,17,64814,63513,61476,60605,60321,20
23,Maine,17,17851,17441,16768,16453,16248,20
24,Maryland,17,82472,80739,79237,77343,76717,20
25,Massachusetts,17,88324,87663,86947,85555,84692,20
26,Michigan,17,146890,144017,140883,137031,135777,20
27,Minnesota,17,74545,73759,72591,71404,71610,20
28,Mississippi,17,44274,42959,41915,40904,40161,20
29,Missouri,17,83823,82329,80647,78944,78923,20
30,Montana,17,13418,13231,12807,12699,12718,20
31,Nebraska,17,25421,25327,25217,24749,24723,20
32,Nevada,17,37184,36777,37568,37266,37031,20
33,New Hampshire,17,18611,18186,18040,17592,17207,20
34,New Jersey,17,125646,124302,122144,120008,119417,20
35,New Mexico,17,30207,29410,28683,27732,27376,20
36,New York,17,269540,265566,259422,252087,246995,20
